City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
447,San Juan,AR,-31.5375,-68.5364,73.26,13,0,7.61,clear sky
448,Cairns,AU,-16.9167,145.7667,75.07,75,75,10.36,broken clouds
449,Takoradi,GH,4.8845,-1.7554,81.39,78,21,11.74,few clouds
450,Bilma,NE,18.6853,12.9164,86.31,33,100,18.16,overcast clouds
451,Zhanakorgan,KZ,43.9098,67.2495,52.86,30,0,10.65,clear sky
452,Santa Catarina Palopo,GT,14.7167,-91.1333,79.2,66,51,1.77,broken clouds
453,Guilin,CN,25.2819,110.2864,58.01,79,100,10.58,overcast clouds
454,La Rioja,ES,42.25,-2.5,62.04,56,92,2.13,overcast clouds
455,Cap Malheureux,MU,-19.9842,57.6142,75.47,73,15,11.01,few clouds
456,Belyy Yar,RU,53.6039,91.3903,24.69,93,4,4.47,clear sky
457,Bacungan,PH,9.9106,118.7022,79.65,84,83,0.96,broken clouds
458,Ascope,PE,-7.7144,-79.1078,61.93,57,87,8.28,overcast clouds
459,Bama,NG,11.5221,13.6856,85.64,55,86,4.88,light rain
460,Zhangjiakou,CN,40.81,114.8794,32.43,26,0,2.71,clear sky
461,Ossora,RU,59.2353,163.0719,24.06,78,100,10.71,overcast clouds
462,Tuni,IN,17.35,82.55,78.75,89,100,2.53,overcast clouds
463,Yelizovo,RU,53.1873,158.3805,31.96,77,7,10.94,clear sky
464,Umea,SE,63.8284,20.2597,39.9,70,0,14.97,clear sky
465,Acarau,BR,-2.8856,-40.12,89.24,55,100,22.06,overcast clouds
466,Bereda,ES,43.2686,-7.5406,61.41,100,100,1.57,light rain
467,Port-Cartier,CA,50.0334,-66.8654,50.22,87,100,17.92,overcast clouds
468,Sainte-Anne-Des-Monts,CA,49.124,-66.4924,54.34,85,100,9.64,overcast clouds
469,Vila Velha,BR,-20.3297,-40.2925,84.15,74,20,17.27,few clouds
470,Hami,CN,42.8,93.45,54.82,20,1,8.72,clear sky
471,Bunbury,AU,-33.3333,115.6333,58.82,73,70,6.38,broken clouds
472,Boissevain,CA,49.2306,-100.0559,55.9,39,3,11.16,clear sky
473,Pekin,CN,39.9075,116.3972,31.89,25,0,1.43,light snow
474,Cravinhos,BR,-21.3403,-47.7294,81.32,46,97,6.15,overcast clouds
475,Drabiv,UA,49.963,32.1529,46.42,88,100,4.94,overcast clouds
476,Barahona,DO,18.2085,-71.1008,89.42,66,20,13.8,few clouds
477,Ulaangom,MN,49.9811,92.0667,31.35,71,40,2.62,scattered clouds
478,Vardo,NO,70.3705,31.1107,42.98,91,100,16.6,light rain
479,Moundou,TD,8.5667,16.0833,81.3,70,94,2.73,light rain
480,Farafangana,MG,-22.8167,47.8333,73.94,84,0,12.12,clear sky
481,Praia Da Vitoria,PT,38.7333,-27.0667,71.76,93,100,19.8,overcast clouds
482,Smoky Lake,CA,54.1169,-112.4686,51.49,48,86,6.96,overcast clouds
483,Kholodnyy,RU,62.7167,147.95,-3.57,93,67,5.84,broken clouds
484,Vila Franca Do Campo,PT,37.7167,-25.4333,70.21,93,98,13.76,overcast clouds
485,Tessalit,ML,20.1986,1.0114,96.76,7,1,6.24,clear sky
486,Fairbanks,US,64.8378,-147.7164,27.61,92,90,0.0,mist
487,Komsomolskiy,UZ,40.4272,71.7189,54.82,26,47,2.39,scattered clouds
488,San Luis,AR,-33.295,-66.3356,70.02,17,0,8.84,clear sky
489,Waingapu,ID,-9.6567,120.2641,80.76,84,32,1.48,scattered clouds
490,Adrar,MR,20.5022,-10.0711,97.5,10,71,7.96,broken clouds
491,Vester Hassing,DK,57.0677,10.1256,48.81,77,75,1.99,broken clouds
492,Kot Isa Khan,IN,30.95,75.1333,79.3,21,0,5.97,clear sky
493,Kamyaran,IR,34.7956,46.9355,71.55,29,92,3.96,overcast clouds
494,Dalbandin,PK,28.8947,64.4101,68.43,11,0,1.05,clear sky
495,Henties Bay,NA,-22.116,14.2845,58.86,78,0,16.71,clear sky
496,Roros,NO,62.5747,11.3842,31.84,80,75,12.66,light snow
497,Schopfheim,DE,47.6511,7.8209,53.85,81,11,0.81,few clouds
498,Gorontalo,ID,0.5412,123.0595,75.94,94,41,2.8,scattered clouds
499,Tlaxco,MX,19.6167,-98.1167,66.09,54,100,12.28,overcast clouds
500,Kanigoro,ID,-8.13,112.219,74.46,92,64,3.13,broken clouds
501,Sinnamary,GF,5.3833,-52.95,87.57,61,48,11.45,scattered clouds
502,Atwater,US,37.3477,-120.6091,75.76,42,1,0.0,haze
503,Filadelfia,US,39.9523,-75.1638,82.18,65,75,8.99,broken clouds
504,Mildura,AU,-34.2,142.15,46.36,81,36,4.61,scattered clouds
505,Angoche,MZ,-16.2325,39.9086,78.46,77,0,18.97,clear sky
506,Bontang,ID,0.1333,117.5,81.27,84,93,3.69,overcast clouds
507,Mgandu,TZ,-5.95,34.1333,76.57,36,62,4.14,broken clouds
508,Bambanglipuro,ID,-7.95,110.2833,62.6,84,34,2.73,scattered clouds
509,Chicama,PE,-7.8447,-79.1469,63.14,65,89,9.73,overcast clouds
510,Lasa,IT,46.6166,10.7002,54.34,83,10,2.04,clear sky
511,Santa Fe,AR,-31.6333,-60.7,71.02,22,86,3.0,overcast clouds
512,Lagoa Santa,BR,-19.6272,-43.8897,85.17,51,75,8.05,broken clouds
513,Tiarei,PF,-17.5333,-149.3333,78.82,72,16,21.65,few clouds
514,Mednogorskiy,RU,43.9178,41.1825,54.7,85,13,4.0,few clouds
515,Maragogi,BR,-9.0122,-35.2225,81.46,74,75,13.27,broken clouds
516,Port Macquarie,AU,-31.4333,152.9167,51.76,70,1,6.11,clear sky
517,Lakselv,NO,70.0513,24.9718,39.02,93,75,20.71,light rain
518,Yurimaguas,PE,-5.9,-76.0833,89.76,90,40,3.44,scattered clouds
519,Lewistown,US,40.5992,-77.5714,68.47,94,75,6.91,light intensity drizzle
520,Kenora,CA,49.8167,-94.4337,48.18,70,3,5.99,clear sky
521,Puerto Colombia,CO,10.9878,-74.9547,84.13,74,95,12.84,overcast clouds
522,Lindi,TZ,-10.0,39.7167,76.14,81,31,7.34,scattered clouds
523,Sistranda,NO,63.7256,8.834,42.91,59,91,24.96,overcast clouds
524,Kiunga,PG,-6.1219,141.2906,73.96,99,100,1.5,overcast clouds
525,Eureka,US,40.8021,-124.1637,56.25,87,66,3.24,broken clouds
526,Milyutinskaya,RU,48.6279,41.6679,54.7,51,89,9.13,overcast clouds
527,Novyy Urengoy,RU,66.0833,76.6333,39.29,94,100,15.01,light rain
528,Mineral Wells,US,32.8085,-98.1128,69.33,30,1,9.22,clear sky
529,Edson,CA,53.5835,-116.4356,41.18,65,78,2.33,broken clouds
530,San Isidro,PE,-12.1167,-77.05,69.26,69,40,3.0,scattered clouds
531,Kulhudhuffushi,MV,6.6221,73.07,81.9,77,100,23.26,overcast clouds
532,Garissa,KE,-0.4536,39.6401,88.41,36,12,21.7,few clouds
533,Dubti,ET,11.7361,41.0853,94.89,18,9,6.6,clear sky
534,Uray,RU,60.1247,64.7758,44.58,72,97,9.46,overcast clouds
535,Cabras,IT,39.93,8.5314,63.07,71,89,4.12,overcast clouds
536,Sulphur,US,30.2366,-93.3774,70.41,40,1,17.27,clear sky
537,Mangai,CD,-4.05,19.5333,78.31,69,79,2.15,light rain
538,Safakulevo,RU,54.9901,62.5442,41.47,70,28,6.35,scattered clouds
539,Cayenne,GF,4.9333,-52.3333,91.44,79,0,3.0,clear sky
540,Along,IN,28.1667,94.7667,74.26,85,50,2.8,scattered clouds
541,Port-Gentil,GA,-0.7193,8.7815,79.65,82,84,14.25,broken clouds
542,Banda Aceh,ID,5.5577,95.3222,80.51,81,100,6.06,overcast clouds
543,Bonavista,CA,48.6499,-53.1147,47.12,96,100,30.36,light rain
544,Anshun,CN,26.25,105.9333,47.86,87,100,12.03,overcast clouds
545,Coihaique,CL,-45.5752,-72.0662,56.01,58,75,8.05,broken clouds
546,Jalu,LY,29.0331,21.5482,75.7,30,2,9.73,clear sky
547,Uyemskiy,RU,64.4743,40.8524,39.25,87,20,8.95,few clouds
548,Bongandanga,CD,1.5,21.05,77.86,73,99,2.62,overcast clouds
549,Baiao,BR,-2.7906,-49.6717,91.17,49,78,3.58,broken clouds
550,Sola,VU,-13.8833,167.55,80.31,76,84,4.43,broken clouds
551,Berlevag,NO,70.8578,29.0864,39.47,98,100,28.36,light rain
552,Ocampo,MX,21.65,-101.5,66.96,61,98,22.35,overcast clouds
553,Atambua,ID,-9.1061,124.8925,76.23,85,25,1.86,scattered clouds
554,Kimbe,PG,-5.5502,150.1429,76.64,91,84,2.64,light rain
555,Rocha,UY,-34.4833,-54.3333,59.22,45,2,10.09,clear sky
556,Port Hardy,CA,50.6996,-127.4199,48.38,100,90,0.0,light rain
557,Bagdarin,RU,54.4333,113.6,16.21,83,59,3.44,broken clouds
558,Meulaboh,ID,4.1363,96.1285,79.41,82,98,3.04,overcast clouds
559,Hibbing,US,47.4272,-92.9377,53.1,58,1,10.36,clear sky
560,Sangar,RU,63.9242,127.4739,11.03,91,99,3.8,overcast clouds
561,Goma,CD,-1.6792,29.2228,65.17,93,76,1.9,moderate rain
562,Vestmannaeyjar,IS,63.4427,-20.2734,41.99,81,75,23.02,broken clouds
563,Bellevue,US,47.6104,-122.2007,62.42,75,90,1.01,overcast clouds
564,Ilhabela,BR,-23.7781,-45.3581,74.82,87,71,9.6,broken clouds
565,Prudentopolis,BR,-25.2131,-50.9778,77.04,59,74,1.92,broken clouds
566,Kungurtug,RU,50.5994,97.5228,22.55,74,2,2.91,clear sky
567,Korla,CN,41.7597,86.1469,51.35,36,8,1.57,clear sky
568,Hovd,MN,48.0056,91.6419,33.15,51,94,0.22,overcast clouds
569,Mancio Lima,BR,-7.6142,-72.8958,94.64,45,98,5.3,overcast clouds
570,Khor,RU,47.8861,134.9464,26.91,66,90,13.8,overcast clouds
571,Kropotkin,RU,45.4375,40.5756,61.38,64,98,4.27,light rain
572,Kavaratti,IN,10.5669,72.642,82.04,78,100,20.24,light rain
573,Longonjo,AO,-12.9067,15.2533,84.69,22,95,9.37,overcast clouds
574,Gornyye Klyuchi,RU,45.25,133.5,27.97,53,8,13.02,clear sky
575,Labuhan,ID,-6.8844,112.2051,81.16,75,56,8.5,broken clouds
576,Asilah,MA,35.465,-6.0348,69.76,63,97,5.99,overcast clouds
577,Pervomayskoye,RU,43.919,46.7102,59.22,85,57,10.69,broken clouds
578,Nioro,GM,13.35,-15.75,92.23,49,36,4.14,scattered clouds
579,Abha,SA,18.2164,42.5053,68.25,11,0,12.66,clear sky
580,Camacha,PT,33.0833,-16.3333,75.52,64,20,9.22,few clouds
581,Iwai,JP,36.05,139.9,73.42,84,69,3.74,broken clouds
582,Udachnyy,RU,66.4167,112.4,8.06,98,99,3.87,overcast clouds
583,Nueve De Julio,AR,-35.4444,-60.8831,69.71,31,0,8.5,clear sky
584,Balykshi,KZ,47.0667,51.8667,60.8,25,0,15.66,clear sky
585,Tono,JP,39.3167,141.5333,52.52,98,100,4.88,overcast clouds
586,Ixtapa,MX,20.7,-105.2,87.22,55,20,2.3,few clouds
587,Lhokseumawe,ID,5.1801,97.1507,78.69,87,88,5.68,overcast clouds
588,Noumea,NC,-22.2763,166.4572,75.99,99,100,1.88,overcast clouds
589,Kralendijk,BQ,12.15,-68.2667,91.38,66,40,11.5,scattered clouds
590,Mahroni,IN,24.5862,78.7288,79.38,57,64,5.03,broken clouds
591,Ibarra,EC,0.35,-78.1167,70.34,58,77,4.65,light rain
592,Fort Saint James,CA,54.4333,-124.25,37.11,98,100,2.66,light rain
593,Mitu,CO,1.1983,-70.1733,78.44,92,89,1.41,overcast clouds
594,Liangxiang,CN,39.7319,116.14,31.91,32,0,4.52,clear sky
595,Sabang,ID,5.8933,95.3214,82.18,78,98,8.61,overcast clouds
596,Qalyub,EG,30.1792,31.2056,86.79,28,92,12.59,overcast clouds
597,Luan,CH,46.3592,6.9759,49.37,84,0,0.85,clear sky
598,Kemijarvi,FI,66.7131,27.4306,35.92,94,100,4.68,overcast clouds
599,Bella Vista,US,36.4295,-94.2316,63.59,45,1,1.99,clear sky
600,Valparai,IN,10.3667,76.9667,60.57,98,100,0.69,heavy intensity rain
601,Moron,AR,-34.6534,-58.6198,69.01,36,0,0.43,clear sky
602,Cabra,ES,37.4725,-4.4421,80.04,35,74,4.88,broken clouds
603,Ovalle,CL,-30.5983,-71.2003,75.54,26,0,6.91,clear sky
604,Cody,US,44.5263,-109.0565,56.59,43,1,3.44,clear sky
605,Ondjiva,AO,-17.0667,15.7333,83.46,11,0,7.14,clear sky
606,Layou,VC,13.2,-61.2667,87.19,70,40,0.0,scattered clouds
607,Qabaqcol,AZ,41.72,46.2647,64.44,76,0,3.22,clear sky
608,Filomeno Mata,MX,20.2,-97.7,79.11,71,85,6.31,overcast clouds
609,Lodwar,KE,3.1191,35.5973,91.49,29,74,8.68,broken clouds
610,Bogotol,RU,56.2078,89.5342,32.32,63,1,5.35,clear sky
611,Umba,RU,66.6871,34.3429,38.79,80,98,11.05,overcast clouds
612,Matay,EG,28.419,30.7792,85.28,17,64,9.13,broken clouds
613,Misilmeri,IT,38.0339,13.4518,65.41,72,88,3.0,overcast clouds
614,Necochea,AR,-38.5473,-58.7368,71.04,44,0,11.54,clear sky
615,Sarangani,PH,5.4033,125.4636,83.64,76,100,9.31,overcast clouds
616,Koslan,RU,63.4564,48.8989,40.78,92,100,10.47,overcast clouds
617,Zaltan,LY,32.947,11.8665,70.2,41,100,7.36,overcast clouds
618,Tsumeb,NA,-19.2333,17.7167,87.66,10,33,8.99,scattered clouds
619,Makakilo City,US,21.3469,-158.0858,73.72,71,1,4.61,clear sky
620,Pundaguitan,PH,6.3711,126.1689,83.34,76,84,6.26,broken clouds
621,Deputatskiy,RU,69.3,139.9,-7.1,100,100,1.7,overcast clouds
622,Izhma,RU,65.0083,53.9113,36.64,96,100,10.04,overcast clouds
623,Zhigansk,RU,66.7697,123.3711,8.71,96,94,5.46,overcast clouds
624,Boyolangu,ID,-8.1181,111.8935,75.67,90,73,3.49,broken clouds
625,Bizhbulyak,RU,53.6967,54.2642,41.49,51,13,3.89,few clouds
626,Murray Bridge,AU,-35.1167,139.2667,50.56,90,80,2.62,broken clouds
627,Urucara,BR,-2.5364,-57.76,103.6,23,76,6.13,broken clouds
628,Montepuez,MZ,-13.1256,38.9997,77.59,59,84,13.27,broken clouds
629,Morant Bay,JM,17.8815,-76.4093,89.62,70,31,4.32,scattered clouds
630,Urumqi,CN,43.801,87.6005,47.35,43,0,4.47,clear sky
631,De-Kastri,RU,51.4667,140.7833,33.42,99,100,20.45,heavy snow
632,Maceio,BR,-9.6658,-35.7353,80.04,89,90,4.61,mist
633,Puerto Carreno,CO,6.189,-67.4859,92.44,52,56,1.54,broken clouds
634,Moose Factory,CA,51.2585,-80.6094,54.63,65,100,2.19,overcast clouds
635,Kaoma,ZM,-14.7833,24.8,86.65,17,93,1.97,overcast clouds
636,Igrim,RU,63.1906,64.4162,44.11,74,95,12.26,overcast clouds
637,San Quintin,MX,30.4833,-115.95,74.95,33,0,3.33,clear sky
638,Madang,PG,-5.2246,145.7966,76.23,92,99,3.04,overcast clouds
639,Am Timan,TD,11.0297,20.2827,81.77,66,10,3.2,clear sky
640,Mayo,US,38.8876,-76.5119,82.38,73,20,8.01,few clouds
641,Barra Patuca,HN,15.8,-84.2833,85.62,68,23,6.22,few clouds
642,Tungor,RU,53.3808,142.9564,33.35,98,100,17.81,snow
643,Nikolsk,RU,53.7189,46.0712,41.9,58,34,7.78,scattered clouds
644,Sharan,RU,54.8167,54.0,40.51,59,12,6.35,few clouds
645,Santa Rosa,PH,14.3122,121.1114,82.09,77,87,5.03,overcast clouds
646,Teseney,ER,15.11,36.6575,89.65,22,20,3.27,few clouds
647,Gondanglegi,ID,-7.7479,112.0132,76.28,85,58,10.65,broken clouds
648,Indramayu,ID,-6.3264,108.32,83.19,73,47,5.41,scattered clouds
649,Chatellerault,FR,46.8,0.5333,65.12,61,1,8.32,clear sky
650,Tilichiki,RU,60.4667,166.1,14.14,72,100,12.88,overcast clouds
651,Kattivakkam,IN,13.2167,80.3167,84.29,82,81,15.59,broken clouds
652,Borogontsy,RU,62.6683,131.1683,13.57,94,89,0.96,overcast clouds
653,Amla,IN,21.9333,78.1167,70.81,90,84,5.99,broken clouds
654,Lewiston,US,44.1003,-70.2148,68.76,97,90,9.22,overcast clouds
655,Mehriz,IR,31.5917,54.4318,66.7,24,0,1.81,clear sky
656,Erzin,TR,36.9559,36.2,73.99,78,1,6.64,clear sky
657,Grants Pass,US,42.439,-123.3284,66.88,63,1,0.0,clear sky
658,Mackay,AU,-21.15,149.2,62.04,65,0,5.41,clear sky
659,Dudinka,RU,69.4058,86.1778,31.53,94,100,22.44,overcast clouds
660,Coos Bay,US,43.3665,-124.2179,57.15,91,1,11.5,clear sky
661,Emirdag,TR,39.0197,31.15,61.68,42,65,3.89,broken clouds
662,Umm Kaddadah,SD,13.6017,26.6876,94.57,14,22,14.32,few clouds
663,Alta Floresta,BR,-9.8756,-56.0861,100.31,28,94,4.07,overcast clouds
664,Juegang,CN,32.3174,121.1855,58.91,58,100,21.07,light rain
665,Vertientes,CU,21.2594,-78.1464,84.81,60,17,2.71,few clouds
666,Kapit,MY,2.0167,112.9333,75.45,99,100,0.72,overcast clouds
667,Baker City,US,44.7749,-117.8344,60.82,38,1,17.27,clear sky
668,Galich,RU,58.3797,42.3475,44.19,92,100,12.75,light rain
669,Honningsvag,NO,70.9821,25.9704,40.86,77,100,27.6,light rain
670,Chany,RU,55.3121,76.7647,40.26,79,0,3.09,clear sky
671,Westport,US,41.1415,-73.3579,76.57,72,1,1.01,clear sky
672,Aconibe,GQ,1.2968,10.9369,68.41,98,100,1.5,moderate rain
